
"(PDH-CSV 4.0)","\\NIKKI\Processor(_Total)\% Processor Time"
"05/04/2015 11:41:31.096","46.182738"
"05/04/2015 11:41:32.096","61.781936"
"05/04/2015 11:41:33.097","53.202377"
"05/04/2015 11:41:34.098","23.640245"
"05/04/2015 11:41:35.098","28.243644"
"05/04/2015 11:41:36.098","58.662105"
"05/04/2015 11:41:37.098","50.082535"
"05/04/2015 11:41:38.098","30.583521"
"05/04/2015 11:41:39.098","11.084516"
"05/04/2015 11:41:40.098","22.783927"
"05/04/2015 11:41:41.098","4.844833"
"05/04/2015 11:41:42.098","8.744630"
"05/04/2015 11:41:43.098","12.644437"
"05/04/2015 11:41:44.098","9.524595"
"05/04/2015 11:41:45.098","16.544244"
"05/04/2015 11:41:46.098","15.764278"
"05/04/2015 11:41:47.098","9.524595"
"05/04/2015 11:41:48.098","27.463679"
"05/04/2015 11:41:49.098","10.304561"
"05/04/2015 11:41:50.098","14.204358"
"05/04/2015 11:41:51.099","3.284912"
"05/04/2015 11:41:52.099","13.424392"
"05/04/2015 11:41:53.099","27.463689"
"05/04/2015 11:41:54.099","7.184709"
"05/04/2015 11:41:55.099","10.304561"
"05/04/2015 11:41:56.099","11.084516"
"05/04/2015 11:41:57.099","11.084516"
"05/04/2015 11:41:58.099","22.861059"
"05/04/2015 11:41:59.100","14.984323"
"05/04/2015 11:42:00.100","11.864471"
"05/04/2015 11:42:01.100","6.404754"
"05/04/2015 11:42:02.100","7.964674"
"05/04/2015 11:42:03.100","11.084516"
"05/04/2015 11:42:04.100","10.304561"
"05/04/2015 11:42:05.100","12.644437"
"05/04/2015 11:42:06.100","12.644437"
"05/04/2015 11:42:07.100","6.404754"
"05/04/2015 11:42:08.101","8.744630"
"05/04/2015 11:42:09.101","42.282931"
"05/04/2015 11:42:10.101","11.084516"
"05/04/2015 11:42:11.101","12.644437"
"05/04/2015 11:42:12.101","25.903768"
"05/04/2015 11:42:13.101","29.023600"
"05/04/2015 11:42:14.102","31.432050"
"05/04/2015 11:42:15.102","34.483328"
"05/04/2015 11:42:16.102","36.043248"
"05/04/2015 11:42:17.104","35.392507"
"05/04/2015 11:42:18.109","13.079043"
"05/04/2015 11:42:19.109","22.003961"
"05/04/2015 11:42:20.109","26.683724"
"05/04/2015 11:42:21.109","10.304551"
"05/04/2015 11:42:22.109","9.524595"
"05/04/2015 11:42:23.109","10.304561"
"05/04/2015 11:42:24.109","8.744630"
"05/04/2015 11:42:25.109","11.084516"
"05/04/2015 11:42:26.110","8.744640"
"05/04/2015 11:42:27.110","12.644437"
"05/04/2015 11:42:28.110","11.864471"
"05/04/2015 11:42:29.110","9.524595"
"05/04/2015 11:42:30.110","20.444041"
"05/04/2015 11:42:31.110","19.664085"
"05/04/2015 11:42:32.110","10.304551"
"05/04/2015 11:42:33.110","8.744640"
"05/04/2015 11:42:34.110","11.864471"
"05/04/2015 11:42:35.110","11.084516"
"05/04/2015 11:42:36.110","8.744640"
"05/04/2015 11:42:37.110","14.984313"
"05/04/2015 11:42:38.110","26.683724"
"05/04/2015 11:42:39.110","4.844833"
"05/04/2015 11:42:40.110","14.204358"
"05/04/2015 11:42:41.110","23.563882"
"05/04/2015 11:42:42.110","8.744640"
"05/04/2015 11:42:43.111","15.764278"
"05/04/2015 11:42:44.111","14.984313"
"05/04/2015 11:42:45.111","7.184719"
"05/04/2015 11:42:46.111","8.744630"
"05/04/2015 11:42:47.111","7.964674"
"05/04/2015 11:42:48.111","8.744640"
"05/04/2015 11:42:49.111","5.624788"
"05/04/2015 11:42:50.112","10.394170"
"05/04/2015 11:42:51.112","4.844833"
"05/04/2015 11:42:52.112","44.622808"
"05/04/2015 11:42:53.112","14.984323"
"05/04/2015 11:42:54.112","11.864471"
"05/04/2015 11:42:55.112","7.184719"
"05/04/2015 11:42:56.112","11.084516"
"05/04/2015 11:42:57.112","10.304551"
"05/04/2015 11:42:58.112","7.964674"
"05/04/2015 11:42:59.112","9.524595"
"05/04/2015 11:43:00.112","10.304561"
"05/04/2015 11:43:01.113","12.644437"
"05/04/2015 11:43:02.113","22.783917"
"05/04/2015 11:43:03.113","15.764278"
"05/04/2015 11:43:04.113","13.424402"
"05/04/2015 11:43:05.113","10.304551"
"05/04/2015 11:43:06.113","14.984323"
"05/04/2015 11:43:07.113","22.003961"
"05/04/2015 11:43:08.113","14.984313"
"05/04/2015 11:43:09.113","7.964674"
"05/04/2015 11:43:10.113","11.084516"
"05/04/2015 11:43:11.113","7.184719"
"05/04/2015 11:43:12.113","11.864471"
"05/04/2015 11:43:13.113","10.304561"
"05/04/2015 11:43:14.122","25.791677"
"05/04/2015 11:43:15.122","23.563882"
"05/04/2015 11:43:16.122","10.304551"
"05/04/2015 11:43:17.122","6.404754"
"05/04/2015 11:43:18.123","7.964674"
"05/04/2015 11:43:19.123","6.404754"
"05/04/2015 11:43:20.123","13.424402"
"05/04/2015 11:43:21.123","4.844833"
"05/04/2015 11:43:22.123","9.524595"
"05/04/2015 11:43:23.123","18.884120"
"05/04/2015 11:43:24.123","22.783917"
"05/04/2015 11:43:25.123","24.343848"
"05/04/2015 11:43:26.123","7.184709"
"05/04/2015 11:43:27.123","11.864481"
"05/04/2015 11:43:28.123","9.524595"
"05/04/2015 11:43:29.123","5.624788"
"05/04/2015 11:43:30.123","12.644437"
"05/04/2015 11:43:31.123","7.184719"
"05/04/2015 11:43:32.123","8.744630"
"05/04/2015 11:43:33.123","4.844833"
"05/04/2015 11:43:34.124","10.394170"
"05/04/2015 11:43:35.154","23.518442"
"05/04/2015 11:43:36.155","11.084516"
"05/04/2015 11:43:37.155","7.964674"
"05/04/2015 11:43:38.155","11.084516"
"05/04/2015 11:43:39.155","4.844833"
"05/04/2015 11:43:40.155","11.864481"
"05/04/2015 11:43:41.155","8.744630"
"05/04/2015 11:43:42.155","10.304561"
"05/04/2015 11:43:43.155","7.184709"
"05/04/2015 11:43:44.155","21.224006"
"05/04/2015 11:43:45.155","11.864471"
"05/04/2015 11:43:46.155","15.764278"
"05/04/2015 11:43:47.155","7.184719"
"05/04/2015 11:43:48.155","9.524595"
"05/04/2015 11:43:49.155","6.404754"
"05/04/2015 11:43:50.155","9.524595"
"05/04/2015 11:43:51.155","7.964674"
"05/04/2015 11:43:52.155","7.964674"
"05/04/2015 11:43:53.156","10.304551"
"05/04/2015 11:43:54.156","27.463689"
"05/04/2015 11:43:55.156","8.744630"
"05/04/2015 11:43:56.156","20.444041"
"05/04/2015 11:43:57.156","14.204358"
"05/04/2015 11:43:58.156","11.864481"
"05/04/2015 11:43:59.156","6.404754"
"05/04/2015 11:44:00.156","14.204358"
"05/04/2015 11:44:01.156","7.184709"
"05/04/2015 11:44:02.156","17.324199"
"05/04/2015 11:44:03.156","8.744640"
"05/04/2015 11:44:04.156","13.424392"
"05/04/2015 11:44:05.156","7.184719"
"05/04/2015 11:44:06.171","20.851301"
"05/04/2015 11:44:07.171","45.402773"
"05/04/2015 11:44:08.171","56.322218"
"05/04/2015 11:44:09.171","54.762298"
"05/04/2015 11:44:10.171","57.882139"
"05/04/2015 11:44:11.172","53.982342"
"05/04/2015 11:44:12.172","58.662095"
"05/04/2015 11:44:13.172","57.102184"
"05/04/2015 11:44:14.172","56.322218"
"05/04/2015 11:44:15.193","62.568008"
"05/04/2015 11:44:16.193","63.341867"
"05/04/2015 11:44:17.193","50.082535"
"05/04/2015 11:44:18.193","46.962694"
"05/04/2015 11:44:19.193","40.723011"
"05/04/2015 11:44:20.193","14.984313"
"05/04/2015 11:44:21.193","14.204358"
"05/04/2015 11:44:22.193","41.502976"
"05/04/2015 11:44:23.207","70.001519"
"05/04/2015 11:44:24.207","57.882139"
"05/04/2015 11:44:25.209","60.301422"
"05/04/2015 11:44:26.209","53.982332"
"05/04/2015 11:44:27.209","40.723011"
"05/04/2015 11:44:28.211","15.069257"
"05/04/2015 11:44:29.211","11.084516"
"05/04/2015 11:44:30.211","11.084516"
"05/04/2015 11:44:31.211","7.964674"
"05/04/2015 11:44:32.213","7.462325"
"05/04/2015 11:44:33.214","12.644437"
"05/04/2015 11:44:34.214","18.884120"
"05/04/2015 11:44:35.214","12.644437"
"05/04/2015 11:44:36.214","7.964674"
"05/04/2015 11:44:37.214","4.844833"
"05/04/2015 11:44:38.214","23.563882"
"05/04/2015 11:44:39.214","6.404754"
"05/04/2015 11:44:40.214","7.964674"
"05/04/2015 11:44:41.214","5.624798"
"05/04/2015 11:44:42.214","11.864471"
"05/04/2015 11:44:43.214","10.304561"
"05/04/2015 11:44:44.214","9.524595"
"05/04/2015 11:44:45.214","12.644437"
"05/04/2015 11:44:46.215","12.644437"
"05/04/2015 11:44:47.215","6.404754"
"05/04/2015 11:44:48.215","19.664075"
"05/04/2015 11:44:49.215","8.744640"
"05/04/2015 11:44:50.215","14.204358"
"05/04/2015 11:44:51.215","14.984313"
"05/04/2015 11:44:52.215","9.524595"
"05/04/2015 11:44:53.215","7.184719"
"05/04/2015 11:44:54.215","7.184709"
"05/04/2015 11:44:55.215","5.624798"
"05/04/2015 11:44:56.215","12.644437"
"05/04/2015 11:44:57.215","7.964674"
"05/04/2015 11:44:58.215","8.744630"
"05/04/2015 11:44:59.215","22.003961"
